Accident_Date,Airline,Severity,Fatalities,Survivors,Aircraft_Type,Accident_Cause,Location,Weather_Condition,Altitude_ft,Speed_knots,Pilot_Experience_Years,Time_of_Accident,Majority_Survivor_Location,Plane_Damage
01/05/2019,Lufthansa,Minor,1,50,Embraer 190,Fuel exhaustion,"Mumbai, India",Windy,18630,154,23,Night,Back,Full Plane
27/01/2010,Emirates,Minor,10,265,Embraer 190,Engine failure during takeoff,"Mumbai, India",Fog,16324,389,19,Night,Front,Full Plane
03/07/2025,Lufthansa,Severe,96,21,Boeing 737,Structural failure,"London, UK",Rain,36832,321,11,Daylight,Front,Full Plane
13/05/2017,Qatar Airways,Minor,9,201,Embraer 190,Landing gear malfunction,"Tokyo, Japan",Fog,11573,354,34,Night,Back,Full Plane
04/07/2023,Qatar Airways,Severe,210,5,Airbus A380,Bird strike,"Sydney, Australia",Snow,25147,411,14,Daylight,Back,Partial - High Monetary Damage
04/10/2019,Delta,Minor,8,125,Boeing 777,Structural failure,"Dubai, UAE",Thunderstorm,8752,533,11,Daylight,Front,Full Plane
30/01/2014,Qatar Airways,Minor,5,209,Boeing 777,Lightning strike,"São Paulo, Brazil",Clear,36338,599,25,Daylight,Front,Full Plane
06/08/2025,Qatar Airways,Minor,6,127,Boeing 747,Lightning strike,"Dubai, UAE",Fog,21611,347,32,Daylight,Front,Full Plane
05/03/2020,Singapore Airlines,Minor,7,86,Airbus A320,Fuel exhaustion,"Dubai, UAE",Fog,22513,442,2,Daylight,Back,Partial - High Monetary Damage
19/06/2017,Singapore Airlines,Minor,2,118,Airbus A350,Fuel exhaustion,"Dubai, UAE",Fog,1364,167,7,Night,Back,Full Plane
18/11/2024,Air India,Minor,4,189,Airbus A350,Mid-air collision,"Mumbai, India",Windy,29475,114,6,Daylight,Back,Partial - High Monetary Damage
09/06/2011,Emirates,Severe,63,62,Boeing 747,Sabotage,"New York, USA",Snow,17628,416,26,Daylight,Front,Partial - High Monetary Damage
30/08/2025,Delta,Severe,143,281,Boeing 777,Engine failure during takeoff,"London, UK",Rain,13382,166,29,Night,Front,Partial - Low Monetary Damage
16/01/2023,Air India,Minor,5,166,Boeing 737,Bird strike,"São Paulo, Brazil",Rain,22283,279,33,Night,Front,Full Plane
07/09/2014,Air India,Severe,137,87,Airbus A380,Pilot error,"Dubai, UAE",Thunderstorm,1422,137,8,Night,Front,Partial - High Monetary Damage
20/08/2015,British Airways,Minor,10,74,Boeing 747,Controlled flight into terrain,"Mumbai, India",Windy,37854,392,8,Night,Back,Full Plane
15/06/2018,Turkish Airlines,Minor,10,45,Boeing 737,Fuel exhaustion,"Sydney, Australia",Rain,22766,166,28,Night,Back,Full Plane
04/08/2015,Turkish Airlines,Severe,91,218,Airbus A380,Mid-air collision,"Dubai, UAE",Rain,10688,123,30,Daylight,Front,Partial - High Monetary Damage
28/07/2021,Emirates,Severe,133,181,Boeing 737,Engine failure during takeoff,"Beijing, China",Fog,36663,161,35,Night,Front,Full Plane
10/07/2023,United,Minor,1,204,Airbus A320,Severe turbulence,"Toronto, Canada",Fog,34279,534,27,Daylight,Front,Full Plane
11/08/2010,Lufthansa,Minor,7,47,Boeing 737,Bird strike,"Dubai, UAE",Rain,24459,387,9,Daylight,Front,Partial - High Monetary Damage
27/06/2012,Air India,Minor,7,102,Airbus A350,Mid-air collision,"São Paulo, Brazil",Fog,39896,179,39,Night,Back,Full Plane
08/06/2013,Air India,Minor,4,31,Embraer 190,Sabotage,"Sydney, Australia",Snow,17824,381,1,Daylight,Back,Full Plane
02/04/2016,American Airlines,Severe,212,225,Bombardier CRJ900,Lightning strike,"Paris, France",Thunderstorm,31431,470,12,Daylight,Back,Full Plane
04/11/2021,American Airlines,Severe,186,123,Bombardier CRJ900,Runway excursion,"Tokyo, Japan",Rain,541,469,21,Daylight,Back,Partial - High Monetary Damage
03/06/2016,Emirates,Severe,140,263,Airbus A350,Pilot error,"Beijing, China",Rain,16301,280,7,Night,Front,Full Plane
10/08/2016,United,Minor,6,224,Embraer 190,Structural failure,"Dubai, UAE",Snow,37310,164,22,Night,Front,Full Plane
25/09/2020,American Airlines,Minor,5,40,Boeing 747,Bird strike,"New York, USA",Thunderstorm,27978,221,13,Night,Back,Full Plane
20/07/2023,United,Minor,2,148,Airbus A320,Mid-air collision,"London, UK",Thunderstorm,39652,216,33,Night,Front,Full Plane
09/06/2015,American Airlines,Minor,10,261,Airbus A350,Engine failure during takeoff,"Dubai, UAE",Clear,27652,460,26,Night,Front,Full Plane
19/06/2019,Singapore Airlines,Severe,153,148,Bombardier CRJ900,Mid-air collision,"Dubai, UAE",Fog,18571,176,17,Night,Back,Full Plane
03/01/2025,Air India,Severe,128,164,Airbus A350,Pilot error,"Paris, France",Rain,21414,596,11,Night,Back,Partial - High Monetary Damage
02/11/2017,American Airlines,Minor,2,138,Airbus A350,Sabotage,"Beijing, China",Snow,13731,389,28,Daylight,Back,Partial - High Monetary Damage
18/02/2019,British Airways,Severe,244,157,Boeing 747,Bird strike,"London, UK",Snow,21149,330,29,Daylight,Front,Partial - Low Monetary Damage
31/08/2012,Emirates,Minor,4,101,Embraer 190,Engine failure during takeoff,"Beijing, China",Thunderstorm,39383,530,15,Night,Back,Partial - High Monetary Damage
27/07/2011,Singapore Airlines,Severe,105,15,Boeing 777,Bird strike,"Tokyo, Japan",Thunderstorm,6299,101,2,Night,Back,Full Plane
29/01/2018,Qatar Airways,Minor,7,2,Airbus A380,Runway excursion,"Tokyo, Japan",Fog,30823,525,11,Night,Front,Partial - High Monetary Damage
10/03/2019,Turkish Airlines,Minor,4,237,Boeing 747,Pilot error,"Dubai, UAE",Rain,26532,237,11,Daylight,Back,Full Plane
08/06/2022,Air India,Minor,2,149,Bombardier CRJ900,Structural failure,"Tokyo, Japan",Fog,21504,394,3,Night,Back,Partial - High Monetary Damage
07/01/2019,Singapore Airlines,Minor,8,172,Airbus A320,Severe turbulence,"New York, USA",Windy,2936,431,40,Night,Back,Partial - Low Monetary Damage
19/01/2013,Singapore Airlines,Minor,2,230,Boeing 777,Lightning strike,"New York, USA",Clear,16948,535,37,Night,Back,Partial - High Monetary Damage
26/10/2025,Emirates,Minor,2,250,Boeing 747,Sabotage,"Tokyo, Japan",Windy,30009,201,20,Night,Front,Full Plane
19/12/2012,Lufthansa,Minor,0,240,Bombardier CRJ900,Engine failure during takeoff,"Sydney, Australia",Snow,8165,486,6,Daylight,Front,Partial - Low Monetary Damage
23/09/2025,Turkish Airlines,Minor,2,148,Embraer 190,Severe turbulence,"Sydney, Australia",Rain,36008,344,31,Daylight,Front,Full Plane
21/05/2015,Air India,Minor,2,62,Boeing 737,Structural failure,"Dubai, UAE",Fog,34277,399,22,Daylight,Back,Full Plane
24/05/2011,Air India,Minor,0,150,Airbus A320,Sabotage,"Toronto, Canada",Thunderstorm,13199,274,14,Night,Front,Partial - High Monetary Damage
09/06/2020,Delta,Minor,4,215,Boeing 737,Bird strike,"New York, USA",Thunderstorm,296,358,2,Night,Back,Partial - High Monetary Damage
20/08/2010,United,Minor,1,177,Boeing 737,Bird strike,"Dubai, UAE",Windy,2466,182,19,Night,Back,Partial - Low Monetary Damage
28/09/2024,Qatar Airways,Severe,50,51,Airbus A320,Controlled flight into terrain,"Sydney, Australia",Windy,38791,403,1,Night,Front,Partial - High Monetary Damage
25/05/2019,Emirates,Severe,157,256,Airbus A320,Bird strike,"Sydney, Australia",Thunderstorm,38581,565,24,Night,Back,Full Plane
09/07/2017,Air India,Minor,4,107,Boeing 737,Pilot error,"New York, USA",Windy,22296,152,13,Daylight,Front,Partial - High Monetary Damage
04/10/2023,British Airways,Minor,9,49,Airbus A380,Engine failure during takeoff,"Beijing, China",Fog,17954,275,5,Daylight,Front,Partial - Low Monetary Damage
30/08/2015,Singapore Airlines,Severe,153,205,Boeing 737,Fuel exhaustion,"Mumbai, India",Rain,8937,374,39,Night,Back,Partial - High Monetary Damage
18/08/2021,United,Minor,0,125,Embraer 190,Engine failure during takeoff,"New York, USA",Windy,36076,593,34,Daylight,Front,Full Plane
05/09/2010,Turkish Airlines,Minor,7,102,Airbus A380,Structural failure,"Tokyo, Japan",Snow,33335,580,18,Daylight,Front,Partial - High Monetary Damage
02/02/2017,Turkish Airlines,Minor,2,89,Airbus A320,Sabotage,"Mumbai, India",Snow,29840,423,5,Night,Front,Partial - High Monetary Damage
17/03/2015,British Airways,Minor,6,187,Bombardier CRJ900,Landing gear malfunction,"Sydney, Australia",Windy,13911,565,4,Daylight,Back,Partial - Low Monetary Damage
16/04/2012,United,Severe,137,113,Embraer 190,Pilot error,"Paris, France",Windy,18007,290,22,Daylight,Back,Full Plane
30/06/2018,Turkish Airlines,Severe,90,124,Boeing 747,Controlled flight into terrain,"Dubai, UAE",Rain,18664,568,2,Daylight,Front,Full Plane
15/10/2010,Delta,Minor,0,221,Airbus A320,Runway excursion,"London, UK",Fog,26343,265,29,Night,Back,Full Plane
11/12/2012,Qatar Airways,Minor,10,100,Bombardier CRJ900,Structural failure,"Toronto, Canada",Snow,24726,515,21,Daylight,Back,Partial - High Monetary Damage
06/11/2025,Air India,Severe,77,20,Boeing 777,Sabotage,"Beijing, China",Thunderstorm,33839,163,21,Daylight,Back,Full Plane
05/12/2012,Emirates,Severe,235,170,Embraer 190,Severe turbulence,"New York, USA",Fog,28418,139,1,Daylight,Back,Partial - High Monetary Damage
31/01/2020,Qatar Airways,Minor,4,233,Boeing 737,Structural failure,"New York, USA",Rain,28160,319,34,Night,Front,Full Plane
04/04/2024,British Airways,Severe,181,180,Boeing 737,Controlled flight into terrain,"Paris, France",Thunderstorm,29489,531,17,Night,Back,Full Plane
19/09/2016,Delta,Minor,7,237,Airbus A320,Controlled flight into terrain,"Tokyo, Japan",Clear,38603,208,33,Daylight,Front,Full Plane
31/05/2015,American Airlines,Minor,6,258,Airbus A350,Sabotage,"London, UK",Rain,35316,510,21,Night,Front,Full Plane
26/07/2015,Lufthansa,Severe,62,194,Bombardier CRJ900,Structural failure,"New York, USA",Windy,37970,409,11,Daylight,Front,Partial - High Monetary Damage
10/03/2011,Air India,Severe,209,206,Airbus A320,Fuel exhaustion,"London, UK",Fog,16922,430,36,Night,Front,Partial - High Monetary Damage
13/10/2014,American Airlines,Severe,155,28,Boeing 777,Pilot error,"Tokyo, Japan",Thunderstorm,29948,327,19,Night,Front,Full Plane
14/11/2019,Qatar Airways,Severe,165,232,Boeing 737,Landing gear malfunction,"Paris, France",Thunderstorm,1074,142,27,Daylight,Front,Full Plane
22/02/2025,Lufthansa,Severe,293,29,Airbus A320,Severe turbulence,"Paris, France",Rain,26776,244,32,Night,Front,Partial - High Monetary Damage
14/12/2013,Singapore Airlines,Minor,3,95,Airbus A350,Lightning strike,"Mumbai, India",Rain,6979,407,29,Daylight,Front,Partial - Low Monetary Damage
04/08/2024,Qatar Airways,Minor,7,172,Boeing 737,Lightning strike,"Paris, France",Snow,29987,184,4,Daylight,Back,Full Plane
13/01/2021,United,Minor,2,11,Bombardier CRJ900,Bird strike,"São Paulo, Brazil",Clear,1458,598,15,Night,Back,Partial - High Monetary Damage
07/07/2011,Delta,Minor,5,233,Airbus A320,Pilot error,"Tokyo, Japan",Rain,28392,109,32,Daylight,Front,Partial - High Monetary Damage
16/01/2022,Air India,Severe,58,195,Airbus A380,Engine failure during takeoff,"Dubai, UAE",Thunderstorm,38288,562,33,Night,Front,Partial - High Monetary Damage
14/04/2019,Emirates,Severe,64,218,Boeing 737,Landing gear malfunction,"Dubai, UAE",Thunderstorm,3374,503,17,Daylight,Front,Partial - High Monetary Damage
04/04/2024,Lufthansa,Severe,196,218,Embraer 190,Fuel exhaustion,"Dubai, UAE",Fog,5570,338,28,Night,Back,Partial - High Monetary Damage
20/07/2024,Delta,Minor,3,22,Bombardier CRJ900,Controlled flight into terrain,"Beijing, China",Rain,17095,271,29,Night,Back,Partial - High Monetary Damage
19/08/2013,American Airlines,Minor,2,197,Airbus A320,Runway excursion,"Toronto, Canada",Fog,28856,525,40,Daylight,Back,Full Plane
17/05/2016,Singapore Airlines,Severe,299,294,Airbus A380,Mid-air collision,"London, UK",Windy,5376,579,32,Night,Back,Partial - High Monetary Damage
09/09/2016,Emirates,Minor,1,182,Boeing 737,Runway excursion,"London, UK",Snow,5294,335,4,Daylight,Front,Partial - High Monetary Damage
29/03/2020,American Airlines,Minor,9,9,Bombardier CRJ900,Structural failure,"Tokyo, Japan",Clear,1724,254,1,Night,Back,Partial - High Monetary Damage
24/11/2017,Singapore Airlines,Minor,5,263,Airbus A380,Bird strike,"Paris, France",Snow,14083,456,36,Night,Back,Partial - High Monetary Damage
21/05/2019,United,Minor,6,184,Airbus A350,Controlled flight into terrain,"Sydney, Australia",Thunderstorm,34314,539,15,Daylight,Front,Partial - High Monetary Damage
21/03/2014,Lufthansa,Minor,9,75,Airbus A320,Structural failure,"New York, USA",Thunderstorm,17085,156,2,Daylight,Back,Full Plane
29/05/2011,Air India,Severe,99,218,Boeing 737,Controlled flight into terrain,"New York, USA",Rain,29362,505,29,Night,Front,Partial - High Monetary Damage
11/05/2012,American Airlines,Minor,2,41,Boeing 747,Bird strike,"Sydney, Australia",Clear,6725,593,26,Night,Back,Partial - High Monetary Damage
01/12/2012,Singapore Airlines,Severe,65,24,Airbus A350,Fuel exhaustion,"New York, USA",Rain,22067,258,18,Night,Front,Full Plane
12/01/2024,Qatar Airways,Severe,145,215,Boeing 747,Runway excursion,"São Paulo, Brazil",Thunderstorm,25702,568,19,Night,Back,Full Plane
19/09/2011,Air India,Severe,237,262,Bombardier CRJ900,Severe turbulence,"Dubai, UAE",Rain,31485,193,3,Daylight,Front,Full Plane
14/09/2014,United,Minor,0,209,Boeing 747,Bird strike,"Toronto, Canada",Fog,23494,253,22,Night,Back,Partial - High Monetary Damage
12/03/2022,Delta,Severe,158,190,Airbus A380,Bird strike,"Toronto, Canada",Fog,27448,387,33,Night,Front,Partial - High Monetary Damage
01/09/2025,Singapore Airlines,Minor,5,177,Embraer 190,Fuel exhaustion,"New York, USA",Thunderstorm,28320,515,15,Daylight,Back,Full Plane
28/04/2010,United,Minor,0,107,Boeing 777,Lightning strike,"Mumbai, India",Snow,21351,339,21,Night,Front,Full Plane
09/01/2021,Lufthansa,Minor,6,69,Airbus A320,Engine failure during takeoff,"Sydney, Australia",Windy,3,523,21,Daylight,Back,Partial - High Monetary Damage
19/03/2022,Emirates,Minor,9,197,Airbus A380,Lightning strike,"Beijing, China",Rain,22197,221,1,Daylight,Front,Partial - Low Monetary Damage
04/03/2014,American Airlines,Minor,6,130,Boeing 737,Sabotage,"Sydney, Australia",Fog,5018,398,6,Night,Front,Partial - High Monetary Damage
04/07/2022,British Airways,Severe,283,254,Boeing 737,Fuel exhaustion,"London, UK",Rain,35574,310,32,Night,Back,Partial - High Monetary Damage
13/12/2020,Singapore Airlines,Minor,10,138,Embraer 190,Landing gear malfunction,"Sydney, Australia",Thunderstorm,33107,181,11,Night,Back,Full Plane
07/02/2022,Delta,Severe,79,54,Boeing 777,Landing gear malfunction,"New York, USA",Rain,27680,297,29,Daylight,Front,Full Plane
25/01/2011,Emirates,Severe,222,132,Airbus A350,Runway excursion,"Toronto, Canada",Thunderstorm,1310,166,11,Night,Back,Partial - High Monetary Damage
11/11/2018,Qatar Airways,Minor,5,32,Airbus A350,Pilot error,"Sydney, Australia",Thunderstorm,6286,277,30,Night,Front,Full Plane
03/05/2019,Emirates,Minor,8,92,Bombardier CRJ900,Sabotage,"Dubai, UAE",Windy,25189,407,39,Night,Front,Partial - High Monetary Damage
28/09/2011,Turkish Airlines,Severe,183,139,Embraer 190,Pilot error,"Sydney, Australia",Rain,32204,140,29,Daylight,Back,Full Plane
25/02/2017,Delta,Severe,114,7,Embraer 190,Runway excursion,"Beijing, China",Windy,19171,364,16,Night,Back,Partial - High Monetary Damage
19/08/2025,Air India,Minor,4,133,Boeing 747,Sabotage,"Paris, France",Fog,17089,573,9,Night,Back,Partial - High Monetary Damage
13/09/2016,American Airlines,Minor,10,100,Bombardier CRJ900,Sabotage,"São Paulo, Brazil",Rain,36895,379,36,Night,Front,Full Plane
11/10/2017,Emirates,Minor,5,291,Boeing 737,Bird strike,"Mumbai, India",Fog,11842,221,12,Night,Front,Partial - Low Monetary Damage
19/12/2023,Delta,Minor,2,223,Airbus A380,Mid-air collision,"New York, USA",Snow,13396,454,37,Night,Back,Partial - Low Monetary Damage
15/06/2021,Singapore Airlines,Minor,3,266,Airbus A320,Structural failure,"New York, USA",Snow,18617,135,2,Night,Front,Partial - High Monetary Damage
07/06/2017,Qatar Airways,Minor,6,145,Boeing 737,Mid-air collision,"Tokyo, Japan",Windy,13597,191,8,Night,Back,Partial - Low Monetary Damage
09/07/2021,Emirates,Minor,4,263,Airbus A350,Controlled flight into terrain,"Mumbai, India",Windy,24113,253,36,Daylight,Back,Partial - Low Monetary Damage
01/01/2019,Turkish Airlines,Severe,198,107,Airbus A380,Mid-air collision,"Paris, France",Windy,28504,434,16,Daylight,Front,Partial - High Monetary Damage
13/06/2018,Qatar Airways,Minor,4,162,Airbus A380,Structural failure,"Toronto, Canada",Thunderstorm,37714,394,9,Daylight,Back,Partial - High Monetary Damage
13/03/2015,Lufthansa,Minor,1,298,Embraer 190,Lightning strike,"Dubai, UAE",Fog,33890,587,1,Night,Front,Partial - Low Monetary Damage
07/12/2017,Air India,Minor,1,198,Boeing 777,Severe turbulence,"Paris, France",Windy,21473,600,24,Night,Back,Partial - High Monetary Damage
18/09/2019,Lufthansa,Severe,281,25,Bombardier CRJ900,Bird strike,"Beijing, China",Snow,1222,595,7,Night,Back,Partial - High Monetary Damage
25/04/2017,Lufthansa,Minor,0,3,Boeing 747,Severe turbulence,"Sydney, Australia",Snow,18234,505,6,Night,Back,Full Plane
23/11/2025,Qatar Airways,Severe,254,2,Embraer 190,Bird strike,"London, UK",Rain,21247,568,11,Daylight,Back,Partial - Low Monetary Damage
25/08/2016,Qatar Airways,Minor,0,34,Embraer 190,Severe turbulence,"Toronto, Canada",Windy,1090,340,5,Night,Front,Full Plane
17/10/2011,Singapore Airlines,Minor,10,282,Embraer 190,Severe turbulence,"Sydney, Australia",Fog,21962,472,13,Daylight,Front,Full Plane
23/09/2021,Air India,Severe,93,79,Boeing 777,Engine failure during takeoff,"Dubai, UAE",Fog,26801,330,17,Night,Back,Partial - High Monetary Damage
24/08/2010,American Airlines,Minor,0,3,Airbus A320,Severe turbulence,"Paris, France",Rain,26773,220,2,Daylight,Front,Full Plane
15/09/2013,Delta,Minor,8,262,Airbus A350,Runway excursion,"London, UK",Fog,37788,488,28,Night,Back,Partial - High Monetary Damage
05/02/2024,Qatar Airways,Minor,9,249,Airbus A320,Structural failure,"Paris, France",Windy,15029,573,13,Night,Front,Full Plane
11/05/2022,United,Minor,6,54,Airbus A380,Runway excursion,"Paris, France",Thunderstorm,31750,430,25,Night,Back,Partial - Low Monetary Damage
07/04/2025,United,Minor,7,198,Boeing 777,Engine failure during takeoff,"Sydney, Australia",Thunderstorm,22489,322,35,Night,Back,Full Plane
18/09/2021,Qatar Airways,Minor,6,110,Bombardier CRJ900,Mid-air collision,"London, UK",Snow,20372,462,2,Night,Back,Partial - High Monetary Damage
12/12/2013,Delta,Severe,241,271,Boeing 737,Sabotage,"New York, USA",Fog,2985,504,5,Night,Back,Partial - High Monetary Damage
05/08/2017,Emirates,Severe,58,282,Boeing 737,Fuel exhaustion,"Tokyo, Japan",Rain,8894,336,40,Night,Front,Full Plane
16/02/2013,Turkish Airlines,Minor,4,62,Boeing 737,Sabotage,"Beijing, China",Clear,17320,345,39,Daylight,Front,Partial - Low Monetary Damage
15/09/2011,Singapore Airlines,Minor,0,110,Boeing 747,Runway excursion,"Beijing, China",Rain,11661,187,3,Night,Back,Full Plane
04/11/2013,Singapore Airlines,Severe,292,297,Embraer 190,Landing gear malfunction,"London, UK",Thunderstorm,36765,551,24,Daylight,Back,Partial - High Monetary Damage
12/11/2024,Delta,Minor,6,74,Embraer 190,Sabotage,"Sydney, Australia",Clear,28484,484,2,Daylight,Front,Partial - High Monetary Damage
26/09/2021,Lufthansa,Minor,2,244,Embraer 190,Lightning strike,"Beijing, China",Fog,4725,232,12,Daylight,Front,Partial - Low Monetary Damage
23/10/2025,Singapore Airlines,Severe,112,41,Airbus A320,Engine failure during takeoff,"Dubai, UAE",Windy,30908,252,20,Daylight,Back,Full Plane
13/02/2022,Air India,Minor,2,289,Boeing 747,Controlled flight into terrain,"Paris, France",Thunderstorm,35196,197,3,Night,Front,Partial - High Monetary Damage
21/07/2018,Singapore Airlines,Minor,1,48,Airbus A350,Severe turbulence,"London, UK",Windy,38523,425,26,Night,Front,Full Plane
16/09/2019,Air India,Severe,264,259,Boeing 737,Structural failure,"Sydney, Australia",Windy,10998,256,21,Night,Front,Partial - Low Monetary Damage
06/02/2023,Qatar Airways,Minor,5,294,Airbus A320,Engine failure during takeoff,"Mumbai, India",Thunderstorm,21701,201,5,Night,Back,Partial - High Monetary Damage
06/12/2010,United,Minor,1,112,Airbus A320,Structural failure,"Beijing, China",Fog,29209,422,5,Night,Back,Full Plane
02/02/2017,Qatar Airways,Minor,7,286,Boeing 737,Pilot error,"Beijing, China",Windy,8150,552,31,Daylight,Front,Partial - High Monetary Damage
05/10/2023,Turkish Airlines,Minor,5,54,Bombardier CRJ900,Sabotage,"London, UK",Windy,19704,275,18,Daylight,Back,Full Plane
11/02/2016,Lufthansa,Minor,1,273,Bombardier CRJ900,Engine failure during takeoff,"Paris, France",Snow,2181,540,31,Night,Back,Full Plane
01/10/2018,United,Severe,204,244,Bombardier CRJ900,Controlled flight into terrain,"Toronto, Canada",Fog,8523,255,5,Night,Front,Partial - High Monetary Damage
21/03/2023,Delta,Minor,6,65,Airbus A320,Mid-air collision,"Dubai, UAE",Rain,21655,418,6,Night,Back,Partial - Low Monetary Damage
03/08/2023,Qatar Airways,Severe,171,49,Boeing 747,Lightning strike,"Toronto, Canada",Rain,3650,559,30,Night,Back,Partial - High Monetary Damage
18/10/2021,Turkish Airlines,Minor,9,211,Boeing 737,Bird strike,"Toronto, Canada",Fog,15775,336,4,Daylight,Back,Partial - Low Monetary Damage
15/12/2016,Air India,Minor,2,170,Boeing 737,Fuel exhaustion,"Sydney, Australia",Windy,35318,365,26,Daylight,Back,Partial - Low Monetary Damage
09/12/2013,Singapore Airlines,Minor,9,1,Boeing 747,Severe turbulence,"São Paulo, Brazil",Rain,21215,353,18,Daylight,Front,Partial - High Monetary Damage
15/01/2022,American Airlines,Minor,6,49,Airbus A380,Lightning strike,"Mumbai, India",Thunderstorm,32145,184,35,Daylight,Back,Partial - High Monetary Damage
01/04/2021,Emirates,Severe,57,268,Airbus A320,Lightning strike,"Toronto, Canada",Snow,28038,409,23,Daylight,Back,Full Plane
04/07/2013,United,Severe,136,37,Boeing 747,Lightning strike,"Sydney, Australia",Rain,11300,598,29,Daylight,Front,Partial - Low Monetary Damage
15/07/2025,Emirates,Minor,8,238,Boeing 737,Pilot error,"New York, USA",Snow,24667,543,37,Night,Front,Full Plane
12/12/2021,American Airlines,Minor,6,185,Airbus A350,Sabotage,"Sydney, Australia",Windy,19716,292,28,Daylight,Front,Full Plane
05/06/2016,Emirates,Minor,5,233,Airbus A380,Fuel exhaustion,"Paris, France",Thunderstorm,33696,285,33,Night,Front,Partial - Low Monetary Damage
27/01/2020,Delta,Severe,109,215,Airbus A320,Bird strike,"Beijing, China",Fog,4675,343,36,Night,Back,Full Plane
22/10/2010,British Airways,Severe,70,4,Airbus A350,Lightning strike,"Tokyo, Japan",Windy,26953,156,26,Night,Front,Partial - High Monetary Damage
13/05/2017,Emirates,Minor,4,52,Boeing 777,Fuel exhaustion,"Beijing, China",Snow,16342,272,13,Daylight,Front,Full Plane
16/06/2013,Delta,Severe,223,261,Boeing 737,Sabotage,"Dubai, UAE",Clear,33901,562,6,Night,Front,Full Plane
31/12/2010,British Airways,Severe,253,16,Boeing 747,Severe turbulence,"Tokyo, Japan",Thunderstorm,18843,307,11,Daylight,Back,Partial - High Monetary Damage
10/06/2015,British Airways,Minor,3,266,Boeing 737,Structural failure,"New York, USA",Clear,37550,485,17,Night,Back,Partial - High Monetary Damage
12/10/2011,United,Minor,4,220,Boeing 747,Severe turbulence,"Beijing, China",Thunderstorm,16023,464,4,Night,Back,Partial - Low Monetary Damage
09/01/2025,Turkish Airlines,Severe,280,225,Bombardier CRJ900,Bird strike,"Sydney, Australia",Windy,26686,535,29,Night,Back,Full Plane
10/12/2014,Turkish Airlines,Severe,95,163,Embraer 190,Bird strike,"London, UK",Snow,36653,257,39,Night,Front,Partial - High Monetary Damage
16/02/2025,American Airlines,Severe,95,64,Bombardier CRJ900,Bird strike,"Toronto, Canada",Fog,3392,214,2,Daylight,Back,Full Plane
04/10/2013,Turkish Airlines,Minor,0,64,Airbus A380,Structural failure,"Mumbai, India",Rain,25255,557,20,Night,Front,Full Plane
02/11/2023,Air India,Minor,7,210,Airbus A320,Landing gear malfunction,"Mumbai, India",Snow,12836,365,20,Daylight,Back,Partial - High Monetary Damage
13/02/2022,Qatar Airways,Severe,261,67,Airbus A380,Sabotage,"London, UK",Thunderstorm,21173,543,35,Daylight,Back,Partial - Low Monetary Damage
17/06/2022,Air India,Minor,0,156,Bombardier CRJ900,Pilot error,"São Paulo, Brazil",Snow,33564,446,6,Night,Back,Full Plane
28/04/2020,Lufthansa,Minor,4,44,Bombardier CRJ900,Mid-air collision,"São Paulo, Brazil",Windy,22989,431,16,Night,Front,Partial - Low Monetary Damage
17/01/2012,Singapore Airlines,Minor,3,170,Airbus A320,Mid-air collision,"Toronto, Canada",Fog,14466,122,35,Daylight,Front,Full Plane
04/10/2013,Delta,Minor,1,65,Embraer 190,Runway excursion,"New York, USA",Snow,1241,527,34,Night,Front,Full Plane
14/09/2014,American Airlines,Minor,10,265,Embraer 190,Structural failure,"London, UK",Snow,5543,180,8,Night,Front,Partial - High Monetary Damage
29/07/2013,Turkish Airlines,Minor,0,115,Boeing 747,Bird strike,"Toronto, Canada",Snow,1424,414,37,Daylight,Front,Full Plane
18/05/2010,United,Minor,7,86,Airbus A320,Bird strike,"Tokyo, Japan",Windy,5207,568,4,Night,Front,Partial - High Monetary Damage
31/08/2014,Delta,Severe,167,261,Embraer 190,Engine failure during takeoff,"Tokyo, Japan",Clear,9260,392,8,Daylight,Front,Partial - Low Monetary Damage
14/09/2019,American Airlines,Minor,2,54,Embraer 190,Fuel exhaustion,"Tokyo, Japan",Thunderstorm,28788,124,7,Daylight,Back,Partial - High Monetary Damage
24/07/2018,Delta,Minor,2,206,Airbus A320,Pilot error,"Paris, France",Clear,35997,490,18,Daylight,Back,Partial - Low Monetary Damage
24/09/2021,American Airlines,Minor,2,223,Boeing 777,Bird strike,"Dubai, UAE",Rain,37886,512,22,Daylight,Back,Full Plane
16/10/2019,Qatar Airways,Minor,8,172,Airbus A380,Bird strike,"Beijing, China",Fog,24731,215,27,Daylight,Back,Partial - High Monetary Damage
28/07/2016,American Airlines,Severe,169,41,Bombardier CRJ900,Severe turbulence,"Dubai, UAE",Windy,39392,238,32,Daylight,Back,Full Plane
04/11/2012,American Airlines,Severe,114,249,Boeing 747,Landing gear malfunction,"New York, USA",Snow,21853,575,26,Night,Front,Full Plane
05/12/2019,Lufthansa,Minor,9,250,Boeing 737,Bird strike,"Dubai, UAE",Clear,5508,373,30,Night,Front,Partial - High Monetary Damage
11/10/2020,Lufthansa,Severe,288,102,Bombardier CRJ900,Landing gear malfunction,"Beijing, China",Clear,13657,431,29,Daylight,Back,Full Plane
24/03/2022,United,Severe,293,39,Bombardier CRJ900,Controlled flight into terrain,"São Paulo, Brazil",Thunderstorm,100,109,27,Daylight,Front,Partial - Low Monetary Damage
